,user,movie,rate
76119,67643,1052,4
1430309,233086,3690,3
269697,178114,13081,4
683124,359035,17075,3
160070,94753,59,4
504075,339185,3187,4
1004283,535045,10131,3
1464275,518238,13379,3
260504,171193,197,5
867057,163086,18323,2
659909,384730,1483,4
547472,330187,18686,3
937520,514736,15532,3
503317,338726,11763,4
1450286,130053,3056,4
561544,371651,3211,4
811541,471405,7704,4
1697427,667059,20019,4
1591339,530041,13559,4
1224558,586219,13168,3
140908,80043,4971,3
1062233,550917,8700,4
1145397,530250,17479,4
1097666,84943,1001,4
1141862,429475,25292,3
102937,38687,7763,3
452878,188150,9692,3
934222,170829,17173,4
322730,217526,6765,4
1779354,156829,6456,4
404621,275514,17216,3
527194,352561,8675,4
1209606,265065,7116,4
664195,416190,15364,3
1178839,77137,1224,4
263599,173496,4044,5
1602561,434125,195,4
32825,28032,12417,4
155492,91273,12614,4
379818,258402,7007,4
86559,22052,2253,4
346579,234808,3546,3
989646,9267,11716,4
168750,63439,2014,4
1629937,12316,2006,4
348038,100371,3934,4
259690,170584,10673,3
1748725,628861,19941,2
1312162,197179,2733,4
766159,454607,364,4
990133,497454,879,4
519324,348101,913,4
1675358,37021,675,3
702679,387148,2624,3
87275,41803,1229,3
841579,447408,26104,3
1378913,519819,3210,4
789906,463491,17587,4
1422538,384402,2928,5
1639496,659376,7841,4
129837,63557,9,5
1143551,198453,1079,4
871722,35619,7461,3
1187464,578421,24,5
1391859,11351,992,4
460199,312132,25395,4
844124,483119,193,3
215641,13477,193,4
1755695,278711,285,5
854103,82743,9774,3
1375617,68942,15118,3
1194855,579927,12964,2
1044747,491839,818,4
776743,174735,895,4
1578532,70990,6751,4
849095,326910,111,5
431703,293713,18122,4
1337546,609621,22923,3
1277182,597143,21969,3
962587,160512,6101,3
1532465,546372,373,4
105216,57978,15424,4
1556353,648024,618,5
1788381,492260,10195,3
551790,366240,667,4
480112,278067,18114,4
1084071,208736,16493,3
1154869,530583,6444,3
1295020,250305,18272,4
62180,55506,6985,3
1306753,321406,198,4
1383261,480526,4554,3
1482050,425321,17318,4
27479,22841,3427,3
1205050,462254,15999,3
1118093,294741,12086,3
93921,29604,2871,4
1490909,620885,15315,4
1717473,425133,7852,3
1211435,542493,2927,4
97855,51405,4653,4
745261,278007,1577,3
755221,60846,65,4
575451,331070,2746,4
942300,516257,1180,3
510546,342999,12988,5
1244566,271642,11908,3
130378,64019,16271,3
88068,42502,3253,3
360892,245060,6868,4
1053781,172753,9,4
1338042,242038,13074,4
1081359,556393,452,4
1628042,226416,1207,4
1202151,457705,1558,5
233132,150469,16539,3
703759,431096,10989,4
144158,82570,16869,5
900204,464137,20994,4
1754246,152638,213,4
768786,156612,21764,3
208743,132010,1003,4
599785,333559,5632,5
1539365,631672,480,5
308755,138672,8802,4
1749668,515774,1365,4
596101,271107,124,5
1406768,200624,7671,4
1295237,66899,10651,4
189493,117375,1320,4
553448,367158,732,3
1072149,514009,11,5
1146027,213607,919,3
164922,98530,3726,3
1313115,380837,21363,4
573037,378086,1306,2
184025,113148,2256,3
1069447,249694,21204,5
169243,101870,5290,4
1636556,557707,18342,4
333762,22697,3697,4
1316976,592561,1039,4
744097,446360,129,4
393966,11935,15475,4
188059,116270,7641,4
1539831,111716,7034,5
1756600,349420,23900,4
1464747,633391,23704,5
1321006,291537,6024,3
287451,191478,6335,4
258588,169735,24941,4
244362,158972,277,4
1757617,312961,1211,4
307069,65649,39,4
880249,190265,2394,3
120575,55202,609,4
773991,418338,23044,3
1278993,96932,3955,4
1340782,610257,2966,4
1290162,150833,45,4
993093,24143,10445,4
1111599,357828,10453,4
506506,340646,3071,4
160688,35901,264,5
28925,24245,172,3
1607163,595270,605,4
1200779,581149,19306,2
697511,106354,1893,4
852065,485903,3480,4
662928,239593,2282,4
511934,44585,19079,3
1011035,536993,8476,5
1337549,185453,98,4
659799,414567,800,2
602278,314570,23694,3
1523121,77569,21,4
1637753,659156,6179,4
145622,45391,5642,4
215399,137046,536,3
1565110,366178,1231,4
1656825,320975,11968,3
644918,251186,818,3
1600400,654287,1907,3
1387818,619381,536,4
1607012,640827,2828,4
412449,280896,7641,4
601647,392830,69,4
599038,175296,21002,3
1491161,135827,45,4
1710595,61528,7869,3
1048781,547273,11422,4
487104,187678,5541,4
1199009,423100,51,4
804715,212703,9336,4
1332384,539327,900,3
402702,274210,3259,5
429273,292132,369,3
350514,45482,17223,4
1419156,507964,6292,4
1258207,515147,2148,3
1467542,633911,22206,4
570609,353253,10049,4
1562151,648931,20575,4
814887,366219,122,4
1134278,333762,2990,4
1407376,314872,264,3
1457347,489330,373,4
1167991,246232,261,3
265619,115079,1308,4
126340,44709,129,4
1062562,551028,1700,3
211051,133745,5513,4
156187,91817,14671,4
470266,318525,19650,4
819145,474191,204,2
880237,94401,2714,4
171246,103401,4886,4
1759954,289333,806,3
949253,518535,7539,4
86414,41037,15611,3
825017,476298,19379,3
524861,351247,17947,4
365282,248142,23237,4
528013,353022,8799,4
1130982,566703,480,4
1383240,285694,18226,3
541427,243317,9461,3
52944,47077,6094,4
1011202,537049,119,5
18000,13524,7380,5
1694358,103809,1844,4
1586352,225005,23,4
1424531,626165,667,5
1536607,72418,8505,3
355869,241522,19595,3
1342551,610600,12206,4
103302,39035,15175,4
411800,280451,213,4
690361,302512,7575,4
1680675,383372,272,3
479795,324542,2340,4
398698,271486,11197,3
123063,13653,18558,4
1009310,369523,2148,3
1058577,549919,3987,3
131755,65205,14277,4
108084,43607,399,3
921063,509454,1337,4
1444655,629875,9,3
601416,313401,3175,4
1397005,371999,21887,4
1766643,600911,12394,4
741255,426305,2044,2
1767866,550585,13105,3
1114809,181718,14258,4
440571,299581,29,5
1167801,466550,413,5
416543,283626,1001,4
1032319,542828,1511,4
1682685,31326,1207,4
133139,66412,302,4
1069448,123311,429,4
509919,342645,1301,3
1379702,606244,10162,3
153404,89676,1025,3
186398,114972,611,3
299360,97433,285,4
440939,299818,8289,4
1117044,117504,213,3
44322,39046,5445,3
1521008,642624,485,4
1482498,502819,480,4
92398,46453,605,5
892696,246054,4369,4
1401822,259336,256,4
220848,141170,8424,4
717561,436368,199,5
647695,35309,316,3
1555319,647839,21749,4
1238109,483946,19474,3
788348,430537,4416,5
1688986,646845,196,4
450500,305991,23916,5
1729478,256967,11406,4
1781451,487089,945,3
653155,412109,19229,4
644401,408812,13929,3
892640,500074,12926,3
113528,4233,741,3
1787989,593939,10680,3
1276649,597041,3719,3
1239976,299206,12234,4
990099,186327,9,5
863704,449995,21401,3
792391,57151,17721,3
537096,175298,21558,3
1453520,631463,19718,3
1557955,41407,618,5
1190045,569230,1095,3
766140,152120,1046,3
1584227,43955,1211,3
912345,506641,4213,4
1294899,400912,18632,4
1097435,560028,2285,4
545076,362579,3013,4
1521038,25040,285,4
981437,528423,11816,4
1278138,361510,826,3
926934,511364,2006,4
414426,282190,17285,3
1613407,180160,13978,4
596405,365080,8484,4
1093065,174693,21593,3
32029,27257,12184,3
849679,113287,16029,4
594095,389723,190,5
1703936,667961,1384,3
480474,324941,222,4
1095647,286641,5820,3
1756802,458743,6990,4
1063112,274113,12867,4
1303610,122574,866,4
570087,1353,806,4
1740020,606483,5597,3
875531,373506,24,5
234386,151409,1172,4
1725415,670723,22,4
160620,95182,1737,4
1163645,90606,65,4
478380,323667,213,3
1585751,430113,15513,1
903568,187758,1316,4
1218801,75579,881,4
658939,169928,201,3
434375,100731,60,4
47844,35006,15877,3
956583,520794,2655,4
1631956,340952,15498,3
1595804,627934,2468,3
1691577,129816,198,5
1455612,631797,17145,3
737639,443925,446,5
1305342,327576,12521,3
679643,245214,4265,3
1563994,124549,242,5
1602834,297356,22095,3
620200,230606,1232,4
1011591,474111,19978,3
1294778,600828,504,4
771983,420172,2726,3
1791536,109147,9641,4
567390,374877,7405,4
787595,35527,2170,3
628035,402615,1478,3
1212656,343196,3457,4
164243,97998,22123,3
1760956,162056,1320,3
1567483,280424,17028,4
1219109,77523,900,5
1772591,14151,9463,4
1467041,347382,6054,4
905120,340443,9238,4
1558090,648317,242,4
150731,87638,21985,4
1764885,675855,213,3
835029,479879,19260,3
1357195,17697,12162,4
843654,482940,14060,4
1733367,45242,4878,4
264622,174288,4,4
1295029,164889,21221,5
1540259,635926,17850,4
62978,56233,447,4
487425,329180,6261,4
1730646,110463,11294,3
1395190,620787,5099,4
61157,54575,16453,3
63346,56562,5925,4
1591925,653221,6701,2
677086,421097,338,4
121462,16132,113,4
572248,377638,1483,4
24452,19893,27,4
64887,57944,343,4
463364,60461,1577,4
671310,418918,3292,4
235568,152295,15173,4
248144,161837,13212,4
513054,344449,611,5
268362,76262,19974,4
1101351,481073,195,4
417003,283936,14168,4
1180242,471421,315,3
1789226,504062,18218,3
550695,310376,559,4
552555,288723,6225,4
1103995,23964,8203,3
1360656,347,57,5
984428,8550,6488,4
1680406,528489,103,3
793544,68488,23347,3
415208,282727,3292,3
1095414,249763,190,3
106619,59281,2402,3
444968,302423,18790,4
182296,71006,16300,3
148960,86278,791,5
672134,419213,2039,4
1649046,61080,5701,5
600939,392536,157,4
91096,26702,4543,3
503240,338686,425,4
168070,100957,3292,4
1503729,360131,9521,4
698627,17283,9,4
1101779,216350,2047,3
1180530,444095,13999,4
1383296,595481,9758,4
1645372,374370,198,3
1547060,238620,45,4
287230,191296,21595,4
291959,194816,13514,4
1648215,386742,1320,3
771725,456654,14815,3
1302909,602499,34,4
780976,224753,7959,4
1631813,479124,2965,5
920922,8035,22050,3
869137,364548,197,4
290912,194029,14520,3
1321985,67567,4959,4
1606333,349654,480,4
360546,244811,6652,3
653011,412052,15729,5
1321870,606418,8382,3
1303728,355241,18180,4
363092,246620,38,5
1537534,218831,9153,4
1285474,169667,14883,4
27209,22581,2767,4
1089601,542742,258,5
734073,442579,710,5
1601221,654379,222,5
1692085,666409,1863,5
1298062,601491,357,4
1117101,6167,226,4
667195,417369,25679,4
1374221,294458,190,3
1520009,74694,14341,3
1062726,194600,71,3
1146877,355398,7641,4
48040,42515,15927,3
154455,90476,612,4
1135615,141051,129,3
1720036,325623,89,5
478804,323932,1308,4
907340,504974,15206,3
381274,259427,3050,4
313913,123164,9577,5
1557340,93740,12984,4
837646,480819,191,3
883120,336635,60,4
343872,232864,16131,4
1104930,275421,1060,4
40004,34964,90,3
1321865,283188,1001,5
332160,224370,2148,3
1215423,317208,2451,5
522334,349791,22101,3
319986,215506,13879,5
1141331,552595,559,4
17435,12959,3686,4
793900,464991,49,4
1108405,284730,17896,3
949053,126717,226,4
1282312,65561,22229,4
338617,72815,242,3
53980,48039,14132,4
1312192,12920,11743,3
1286861,599176,7128,4
1226453,241088,21667,3
412943,119928,12598,4
263401,173354,213,4
1272920,596269,23737,4
1009239,153201,8116,3
939848,39663,485,4
12653,8179,4960,4
1470308,634391,198,3
1409442,301672,14135,3
1493921,527377,500,2
388832,172223,38,4
883457,496900,21,4
764367,453924,20510,4
1697687,577660,11625,4
370061,251536,9511,4
1107304,109700,21163,4
14498,10023,112,4
1595597,22600,97,4
539856,359666,26549,2
153697,53047,3379,3
886508,497949,8917,3
370925,252163,12026,5
770483,387907,22895,4
773201,457231,20720,3
961484,522284,7862,4
849516,308869,4259,4
887431,81583,3944,3
1497718,638900,1001,5
1462992,129104,621,4
1260780,173919,13635,4
1636717,373333,2255,5
1619501,656747,1370,3
1271766,193970,4479,3
191344,32619,226,4
719115,406939,12778,4
146895,84695,6285,3
1028225,369795,25716,3
959162,133406,9180,4
74597,66351,1229,4
1090204,558518,4428,3
615830,342647,19944,3
1023842,540537,242,5
933721,428478,234,4
846187,483865,2121,3
102236,55432,159,4
464438,314824,17446,4
707760,337482,23552,3
643882,34185,129,4
1027829,253817,15246,3
633409,254249,8172,4
420025,285930,620,4
262917,113762,109,4
539269,244926,10962,3
156839,92303,216,5
1151635,464606,8397,4
606387,373886,17401,4
1658129,661870,15936,3
776612,343360,22210,3
892665,8921,1316,4
1134271,546025,13877,3
1019852,469855,357,5
923960,510381,4552,3
38612,30385,13920,3
14381,9906,105,3
1460099,374131,4889,4
1441324,319208,3103,4
1058249,477406,347,4
100654,36373,201,4
1176425,185838,3236,3
157827,54549,10836,4
1309644,47424,1082,1
1203216,130277,2484,4
24958,20388,4300,5
524220,303967,99,4
822693,475459,17678,4
1280909,145033,11183,3
1544139,646121,10168,4
564542,324266,688,5
1082920,20192,8740,3
529486,308133,19089,5
298131,112059,19342,3
652025,125737,500,4
352539,239130,3223,4
1579611,56081,2829,4
1299332,192337,18676,4
386978,21855,172,4
1043560,545837,18841,3
426091,290045,21794,3
115740,21493,4319,3
454686,308637,9590,5
966092,19161,4236,3
702508,381647,97,4
403368,274663,667,5
937224,514652,201,4
1732660,654155,14842,4
572495,377768,1227,4
1303191,400942,8457,4
695357,427888,10477,4
411333,126007,23807,3
1552625,117272,256,3
1251766,530331,332,5
1576484,488357,6129,4
1361719,592639,129,3
1177123,554021,172,4
827877,132838,29,5
882785,386014,9738,3
512345,285796,13069,5
116602,51560,1165,3
438534,298271,343,4
848015,274651,4340,4
435542,57402,213,4
682306,423065,23,4
140207,79498,216,4
398056,32341,10245,4
520704,277005,1207,5
1388441,399050,9946,4
1377330,244065,98,4
1027067,116816,3832,4
801857,143360,99,5
1231512,540361,23917,4
1272449,390542,675,4
1788073,386629,9005,4
788489,423299,500,4
1133218,82652,3219,3
535291,357155,172,5
1279919,597730,9449,3
1444120,629784,1688,3
1195111,94203,6680,5
648575,316069,806,4
1218985,45521,4530,3
1364089,506852,8822,4
1313793,287051,20211,3
1355794,211050,3454,4
508994,294125,7194,5
1735343,672004,6339,3
402892,274331,982,4
422730,287791,7548,4
1436777,438765,50,5
1486350,209224,9513,4
1265451,316920,8369,3
973857,132593,1287,4
1443915,78367,23002,4
915256,507597,10255,4
1728028,265484,20127,2
1294274,447208,3011,3
1681614,79533,4180,4
1127254,105852,285,5
721031,437687,20132,4
163432,57924,15026,4
53542,47633,923,4
24658,20095,172,4
947237,491754,5737,3
340178,230180,1114,3
1250911,156342,268,4
641684,84213,20933,4
285528,190027,10972,4
671342,418929,12180,4
378181,257247,927,4
1687125,665762,503,4
1700635,412941,8982,4
1736994,119001,5550,4
486918,328868,10974,3
916171,439851,25415,3
1745519,243108,895,5
973558,526026,24098,3
736220,115322,866,5
217754,138823,621,5
970731,466526,2280,3
381541,259594,26023,4
404420,64829,6580,3
616140,249658,7352,4
1254760,266944,2188,3
1510211,44415,38,5
325807,141188,9113,3
405132,10602,1144,4
490156,268365,5535,4
1748013,525558,20493,5
1021502,539863,11446,3
1157138,368675,20489,4
928492,241082,480,4
1586156,652504,9290,5
1541606,435487,480,4
533277,356032,6147,4
1227608,302668,22106,4
286981,32305,12605,4
760780,23395,14054,4
1707843,369041,510,5
294482,155266,25857,4
1059529,290725,12891,4
936286,206042,8182,3
1630451,9278,413,5
1137721,504127,110,4
422364,287537,17974,3
1631161,463758,13237,2
1606723,655080,9569,4
1649591,275307,23228,2
737423,443836,1820,4
1182753,489294,508,4
683357,286768,7977,5
1159186,476057,17473,3
1763777,175393,10950,4
130206,74980,255,4
505992,273976,99,4
162991,97027,8746,3
606728,394772,12402,4
1501973,344414,193,4
901516,475973,20340,4
1068871,27375,373,4
286842,191011,11151,4
1479607,397876,8362,5
1266400,529210,12624,4
1580821,194150,25104,4
8663,4189,2815,3
530704,354549,2148,4
1741986,660349,201,4
78491,69630,109,4
1068736,552755,24651,3
287049,191169,8047,3
1142196,145415,881,4
615293,348107,5609,4
1587503,652674,19002,3
459104,311452,34,3
510851,343171,19862,3
1226830,351766,1551,3
16704,12228,102,4
1420669,490674,7305,3
478555,323774,5326,3
601278,360554,1893,3
1330138,608136,1737,4
812888,271062,19460,3
1626938,7706,18891,4
1118890,556624,8841,3
1353453,86994,3913,3
554666,367833,6045,4
262361,172576,405,5
491958,267318,12149,4
793560,421601,11267,3
1488678,87678,18605,4
342272,231684,285,4
868278,11395,1455,3
974221,250174,508,4
1194473,305907,11807,3
97964,51509,2804,3
1553386,537193,15335,4
1677752,136948,2148,5
304100,113929,2829,4
437378,297496,16952,4
1477486,449714,8549,5
1628544,623905,2076,1
535453,235512,8079,4
1454197,133949,1551,4
1506008,640220,1637,5
731831,161335,919,3
1511741,630670,20514,4
208553,131858,97,5
1532602,620922,2406,3
1117047,366333,590,3
518619,347707,198,4
935392,104957,4999,3
1337239,58101,5302,3
1011172,305304,9044,5
1738084,89888,2397,4
1498566,119885,213,4
946998,517810,3964,4
1089697,552843,13695,3
1610317,417066,447,5
220371,140815,10199,3
1286916,205220,1675,4
852217,485959,6442,3
430883,293149,198,4
22037,17528,8938,4
1683329,665279,23711,3
436441,17077,159,4
758922,451898,609,4
392176,267028,5925,5
958578,146621,14204,3
364174,189441,3270,3
203033,95806,20570,3
745195,446776,811,3
1724869,505994,2479,3
1327956,328671,8723,3
462941,36762,59,3
1377920,617469,3916,4
690718,426178,17926,4
913758,507138,4859,4
404068,275140,326,4
169701,102218,269,5
1498810,23238,18540,3
1474956,412415,322,4
62472,55779,4599,4
902666,154059,15803,3
712403,205797,15631,3
609289,372435,1844,4
1534201,114985,6025,4
1195141,395598,1485,3
39259,34247,10357,3
644287,34942,710,3
608092,363331,23606,1
736695,443544,156,5
1527936,474290,611,5
366398,33597,226,5
910924,189592,14377,4
1316238,127461,2070,4
1394825,273569,442,3
819844,203376,222,5
356848,242203,4587,5
734569,148058,16461,1
977510,527259,6347,4
105836,41456,15704,3
799755,467124,1892,4
404466,275406,1964,3
36558,31640,13398,4
1645744,390564,11699,3
847698,484377,5512,5
1032858,21320,6759,4
392431,267206,9718,3
1365955,438809,937,5
1196129,404027,190,4
1586331,111109,607,5
62468,55776,465,4
1614219,179786,5373,4
961266,21899,1224,3
456377,163156,4473,4
1124134,106151,22294,4
1460707,613022,1316,3
705976,100980,13921,3
491130,257894,408,3
1134602,537542,390,4
107170,59784,24,4
1095448,94822,343,4
1360292,155908,4637,4
1346689,611447,3561,4
110582,62693,16821,4
1792988,244555,18751,4
666394,13174,923,3
1174002,236944,1224,4
1601994,305341,25426,3
291686,194606,99,5
783577,389191,16001,3
865046,490494,1256,3
153386,89661,112,3
717882,54295,12098,4
318970,214759,19086,5
234236,151293,8203,4
1424381,626132,10883,3
1417956,625006,12928,5
32339,27558,12281,4
1790765,664535,1052,5
1289931,44108,14804,4
1402299,490005,23003,3
1672295,238644,511,5
370688,251988,2006,4
1374799,388658,25420,4
611142,396363,261,4
653887,412365,19242,4
1749748,484913,7490,3
1094623,311263,9889,4
994075,193877,21989,3
1089346,558328,354,4
635087,388836,8866,3
922000,379746,20127,4
665638,212649,620,4
815808,472997,60,5
701829,116544,7995,3
1205330,582142,9,4
18537,14061,7606,3
248454,162072,13535,4
239282,155123,101,4
852037,485893,7672,3
1425735,433538,1595,4
453819,308084,21497,3
292825,195448,1011,3
954540,133575,14258,2
275673,182638,10332,3
1148601,270778,724,3
318300,214274,255,5
1574569,650935,23205,3
525746,351748,20087,2
1537997,111494,13275,4
1348314,387257,20464,4
240693,54782,16069,4
815856,52820,10057,4
805075,289114,4,4
724771,439116,1130,5
1118986,338031,547,4
1550801,626301,8439,4
760453,452446,447,4
792925,464631,23273,3
1243263,126741,18994,4
885126,195012,12773,2
875163,297479,15192,4
1748559,673717,25800,4
1680136,285603,11769,4
753006,120594,12234,3
1617793,251942,9,4
1583887,109730,4172,4
1423470,204945,6783,3
1012339,510332,338,5
93294,47295,684,3
557059,369152,397,4
1598056,567655,611,5
1358241,192603,508,5
1082981,429224,13812,3
1161365,194577,12310,3
502461,338245,38,4
447822,217918,269,4
1784807,96958,5443,4
494625,333580,8303,4
1132376,566986,20372,3
1016616,26294,7692,3
121453,4020,9717,3
321475,19585,97,4
313421,210628,40,4
632927,404414,2820,3
1570446,572249,159,4
1382610,59702,8645,4
1474661,554157,9461,2
1319397,605861,81,2
125400,37146,413,4
667259,417398,20081,3
141328,80366,322,3
53414,47510,4167,4
1474833,270109,10434,4
39119,34114,1899,5
707943,432685,17008,4
1673625,663955,10717,4
1321127,40428,17288,5
1255160,208314,1577,4
1037696,494999,1039,4
721237,84561,100,4
1121107,59344,15929,3
1168725,311693,2829,4
39839,34806,14215,3
1394183,384460,18469,4
1576125,213913,10024,3
1711211,133976,1547,4
1195620,580088,14435,3
671506,418982,7917,4
324949,219166,4288,3
1286944,146745,8850,4
495351,334005,9334,4
601673,392841,2267,3
1212060,583557,369,4
250474,163619,5627,4
392817,267474,1148,5
94843,30594,373,4
1465011,517797,17560,3
600486,253335,1700,3
208350,131706,172,4
362191,137241,1371,3
828113,477388,884,3
1758817,304990,5239,4
95098,48916,15788,3
1154610,559700,7000,3
742011,55005,6754,3
1227672,39952,12532,4
543562,259042,23633,3
1208720,582856,26038,4
263620,173513,29,4
908588,505394,20016,4
684716,423998,632,4
795428,87429,15295,3
917045,508157,919,4
243854,158585,15448,4
1744263,126619,398,4
1165090,17469,508,3
900362,371874,22313,3
1773862,495679,13726,4
81570,17007,7091,3
1618849,275951,1483,3
1310959,604156,338,4
475756,321995,675,3
1664684,24142,1635,4
267323,127571,23366,4
719750,437208,10637,4
546692,53718,24,4
1083070,199743,7612,3
483565,326815,21417,3
301048,201534,39,3
964129,523104,14012,4
1045739,129284,24864,4
1382083,345092,18478,3
1005985,275770,1307,4
3359,3359,63,3
730121,185866,11580,4
631542,136423,6926,4
1261763,397221,156,3
1015571,58301,11444,4
66301,59207,1781,4
215537,137150,9345,5
970568,525050,363,4
147580,85206,16284,5
764974,454163,1425,4
1395698,256585,16316,4
222638,142543,277,3
1423148,625928,19632,4
295769,197622,18180,4
1408075,598963,1365,3
148027,85549,9033,4
670083,185291,9253,3
1265524,150197,4958,4
89813,25361,590,4
139978,79319,2578,3
445818,302977,23038,4
740699,445044,9009,3
184325,113368,16193,4
1283270,598458,791,5
812016,471586,8342,3
751538,449114,195,4
87150,41687,322,5
1395215,19515,13223,3
752161,324424,559,4
1305799,603085,285,5
1462625,300247,6604,4
48192,42652,215,5
463202,273005,12618,4
1003111,88484,895,4
1663963,243064,16565,3
1655844,575886,8203,4
1631489,658340,316,5
895115,315454,813,3
874151,28276,1042,3
1235215,121382,8103,4
1348946,89053,466,3
1183141,562702,268,3
369673,251260,97,4
1210540,583236,22470,2
100124,35887,4288,3
298432,84206,982,4
506600,340701,22529,4
1672060,568348,2001,3
111033,63075,11131,3
580718,382420,10801,3
808314,11460,1899,4
1710702,660912,10117,2
1486713,434443,242,4
851826,485810,618,4
1536147,500162,20253,3
609721,69844,3094,5
744382,108401,3444,4
187208,115613,667,4
421453,286903,49,4
1556128,647990,6,2
1321996,357812,23861,3
932659,336482,25853,3
1595928,6054,5909,4
1126717,281757,7487,4
207972,131426,20219,4
1280506,323554,13071,4
846411,274011,241,3
1444942,436846,22225,4
734070,371810,3607,3
625239,401582,29,5
868124,393369,723,4
193147,22506,1863,4
706040,431941,1314,4
1020619,34708,559,4
835020,479877,2749,4
887183,188129,17321,4
613507,66137,8250,3
1539469,636431,12501,3
1283132,598422,111,4
696925,157435,10868,4
335844,149462,8442,3
428598,291691,1426,3
455017,308854,11964,3
972973,516191,397,4
686628,424706,2993,4
975415,302565,5651,4
1241148,589799,16094,3
1618269,614185,2829,4
262519,172689,1874,3
774456,457689,6292,4
599737,33214,23596,4
686002,395909,369,3
190651,118253,17178,4
1528240,12984,1039,4
976630,432745,6210,4
1531431,230468,590,4
1591984,559746,8203,4
3103,3103,29,3
467740,316936,204,4
589685,387487,73,4
443240,301307,14863,3
286699,190900,11119,5
157484,92769,21202,3
634294,404919,1551,3
678862,364531,740,3
320824,216124,172,4
43409,22240,3953,3
1781242,678014,57,4
1453964,631534,3094,4
1157061,248177,878,3
1259455,153912,10672,4
1559898,648584,618,4
1528855,643828,2267,4
814193,158466,3723,4
157704,92943,2841,3
1426306,327304,826,2
755064,53664,2679,3
1120960,198279,224,3
703245,430894,1113,4
644393,408807,1151,2
1707560,479007,13038,4
1562859,496863,12504,4
84858,39634,14777,4
773235,457242,923,2
494013,240968,25263,3
521195,349150,13532,4
1134718,457543,5034,5
1243937,412058,13837,3
1315685,605104,204,4
1643340,659910,661,5
302265,202432,2819,4
1196745,29401,12512,4
1474752,516329,2214,3
621409,400156,13922,3
603269,393461,17982,3
300465,201096,338,4
1221670,283522,216,3
1472362,634757,5892,4
634263,385505,17589,5
1565300,530838,24346,4
627575,402430,23899,4
1597842,93264,2892,5
532911,337413,4967,4
859007,488420,20022,3
1694132,28155,5214,3
1589913,652951,2836,4
935524,355184,13861,3
556364,224988,5520,4
1332956,277548,3953,4
1070173,553177,278,4
796652,232889,503,4
1294492,183166,485,5
862152,489504,5376,4
951463,519221,4783,4
920833,473536,313,3
525369,351546,7572,3
337047,227906,18245,3
918628,271175,553,4
521188,349147,144,4
785989,271379,5644,3
1392864,157309,204,4
284937,102903,969,4
1587565,85217,511,4
1396326,113393,18607,4
581310,382744,11616,4
754404,333923,16547,4
787203,150608,15801,3
1189560,578822,10789,5
1781184,493180,332,4
1754403,301478,23726,3
1709398,62690,105,3
161268,95696,7723,4
562671,329674,98,5
1247366,254298,11777,4
515801,346124,373,4
224294,81034,1551,5
59211,52829,7010,3
766525,248190,12345,4
1191282,294929,15835,4
52418,46597,9,4
1188022,454108,4198,4
1111874,157112,7330,3
1538041,334326,11292,4
290575,193783,2454,3
176179,107166,20224,3
623463,400904,1547,4
1427817,42249,222,5
856415,36619,1237,3
377597,256836,5238,4
1712006,230176,7641,4
421573,257573,17855,3
1493799,145624,446,4
1280169,233798,7076,4
1389168,343242,19743,3
397866,270919,559,4
1233424,384586,8401,3
1237353,569900,12766,4
277177,183783,22602,4
1703944,191803,9029,4
156540,92078,9360,3
968774,220118,1052,2
1049705,347884,620,4
420531,286274,198,4
7297,2823,446,5
932917,476749,13048,4
1256864,281890,508,4
1157697,572259,196,3
1021318,243151,9,4
95432,31167,5087,4
249628,162981,4128,3
157298,92632,3,4
1020234,63961,7836,4
571181,377049,6893,4
804407,296561,198,4
1461177,406597,13728,4
1348649,149387,4485,4
1015545,319739,156,4
1133383,567197,1108,4
194228,120980,89,4
1481205,636240,19370,4
1762096,675492,3340,4
1604893,654863,1073,2
1546646,635991,11428,4
1296095,141268,14336,5
659314,229072,19069,4
719396,437069,1547,3
764117,10977,4113,3
333127,225063,19823,4
518153,347438,105,4
1627905,196492,6598,3
522559,194239,9795,4
1480637,636145,25161,4
248635,162211,4627,2
633875,352776,18284,3
1037072,220688,840,4
49953,44293,10869,3
1588026,84125,11311,4
19559,15083,190,4
856364,13853,14105,4
921964,509736,10562,3
1587488,273474,1067,3
859488,447844,22094,4
1210455,583218,17443,2
1071721,527577,9844,3
1791971,453413,222,4
1079980,493030,1224,3
1316201,58670,18098,3
205959,129878,3519,3
956126,37898,20482,3
752147,71281,895,4
1674752,168084,24,4
1112210,562939,13923,4
1106616,561847,6468,3
807125,469803,4946,4
1763823,461780,759,4
946912,351475,1781,3
1097274,559988,611,5
57987,9276,17622,4
736194,408719,466,4
717154,169625,23168,3
475539,175055,6001,4
66165,59084,14539,3
1391517,308708,40,5
1268208,94759,99,5
1574942,218483,9368,5
1165084,94457,7364,4
399792,272237,14590,3
878653,104117,620,5
876358,494450,16151,3
985541,529616,7228,3
1232019,415048,1180,2
23578,19035,812,4
668138,349767,823,4
1200937,101560,884,3
491384,104647,551,4
1181185,46791,13339,3
1775443,677249,295,4
30972,26233,2941,4
704209,431256,11802,4
378428,257426,12082,5
166587,99821,12207,4
466833,316360,806,3
939154,33472,195,3
266710,175868,11095,4
495459,334071,7748,2
204026,128392,14489,3
771916,456728,226,3
667482,201678,369,3
360776,158414,10331,5
501817,337860,19927,3
1473377,53388,609,4
555959,331644,29,3
783534,424191,3913,4
